Incident,Summary,label
SERVICE Suspicious Circumstances,A staff member reported her discomfort with an Uber driver after remarks made while driving followed by a phone.,2
SERVICE Suspicious Circumstances,Staff and student workers were disrupted by a student customer.,2
SERVICE Suspicious Circumstances,USC staff member received disturbing mail.,2
WARRANT Warrant Arrest,"While conducting a traffic violation, the officer discovered that the subject being interviewed had an outstanding arrest warrant. The male subject was taken into custody.",2
SEX OFFENSE Penetration by Foreign Object,A patient reported that she believed she was sexually assaulted while admitted in the hospital.,5
PROPERTY Lost/Missing Property,A staff member turned in a men's wallet to DPS.,1
THEFT-PETTY Theft Petty-Plain,A student reported her wallet and clothing stolen.,2
SERVICE Illness Response,A student was transported to a hospital for possible food poisoning.,2
SERVICE Injury Response,A student injured herself after diving into a swimming pool.,2
SEX OFFENSE Rape,A student reported that her boyfriend assaulted her.,5
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect removed a suit.,4
SERVICE Suspicious Circumstances,DPS officers detained a non-USC male who was observed pinning a non-USC female to the ground in front of the location. The male was then turned over to LAPD officers who responded to the scene to take over the investigation.,2
BATTERY Battery,"A student reported that his roommate, also a student, urinated on him while he was sleeping.",3
FRAUD Fraud-General,A staff member reported that a guest member used a student's stolen credit card to rent a locker at the location.,2
TRAFFIC Altered Parking Permit,A student's vehicle was immobilized for displaying an altered USC parking pass.,1
HARASSMENT Harassment,A suspect hacked into a student's social media account and posted vulgar and slanderous statements about her on the site.,2
FIRE Alarm Smoke,A fire alarm was activated by smoke from burnt food.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after suffering an adverse reaction to medication she had taken.,2
PROPERTY Damaged Property,A staff member discovered unreported damage to a spotlight on a University vehicle during a routine inspection.,1
ALCOHOL Drunk In Public,A non-USC male who was harassing employees at the location was arrested for public intoxication.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of a friend.,2
ALCOHOL Drunk In Public,An intoxicated student was examined and released to himself.,2
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of his girlfriend.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after he posted a statement on a social media site that caused a friend to believe he may attempt to harm himself. The student was unharmed when contacted by officers and he was cleared for release by an on-call counselor at the Student Counseling Center.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment after experiencing an adverse reaction to smoking marijuana and drinking alcohol.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
"DISORDERLY CONDUCT Prowling, Loitering",Two suspects were arrested for prowling at the location.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a duffel bag containing miscellaneous clothing.,2
THEFT-MOTOR VEHICLE Theft from Motor Vehicle,A suspect removed the front passenger side wheel.,2
PROPERTY Lost/Missing Property,A student reported her cellular phone missing.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a pair of headphones.,2
TRESPASS Trespassing,A suspect was arrested for trespassing at the location.,3
FIRE Fire-Residential,Paper caught fire inside an oven in an apartment at the location and a student used a fire extinguisher to put it out.,4
SERVICE Illness Response,A non-USC female was examined and released at the scene after suffering an allergic reaction to food she had eaten.,2
EH&S Water Leak,Water was reported to be leaking from the ceiling of a restroom in the basement of the location. FMS personnel determined that the leak was coming from a pipe in a first floor restroom and commenced cleanup and repairs.,3
FIRE Alarm Malfunction,A fire alarm was activated by unknown cause.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed an immigration document that was mailed to the location.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed two lights and a pouch that were attached to a bicycle.,2
SERVICE Illness Response,A staff member was examined and released at the scene after reporting that she was feeling disoriented and lethargic,2
DOMESTIC VIOLENCE Willfull Infliction of Corporal Injury,"A student was arrested for assaulting her husband, also a student.",3
BATTERY Battery,A student reported that a suspect punched him multiple times without provocation while he was standing outside the location. The suspect then walked away and disappeared from sight.,3
ARSON Arson-Commercial,A suspect was arrested for starting a fire on a sidewalk near the location.,4
PROPERTY Lost/Missing Property,A staff member reported his USC ID missing.,1
SERVICE Suspicious Circumstances,A sergeant from the Richmond University police department contacted the DPS office in an attempt to locate a student who was reported to be making harassing phone calls to an unidentified subject. The student could not be located at the time of the report.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free three students who were trapped in an elevator.,5
BURGLARY Burglary-Residential,A suspect removed a bicycle.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed three rings.,2
TRESPASS Trespassing,A suspect was arrested for trespassing at the location.,3
FIRE Alarm Smoke,A fire alarm was activated by smoke from burnt food.,2
FIRE Alarm Accidental,A fire alarm was activated by steam from fumigation equipment.,1
INCIDENT Domestic Dispute,A student and her boyfriend were involved in a verbal altercation near the location.,2
SERVICE Suspicious Circumstances,A non-USC male reported that his girlfriend was sexually assaulted by a student at an unidentified location. The girlfriend could not be reached to confirm the report.,2
THEFT-PETTY Theft Petty-Plain,A nurse reported prescription medication missing from a patient's room.,2
PROPERTY Damaged Property,An office window was broken by unknown means.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a dental tool.,2
PROPERTY Lost/Missing Property,A staff member reported his USC ID missing.,1
VEHICLE CODE Hit & Run - Misdemeanor,A student reported that her vehicle was struck by another vehicle while she was driving near the location and the driver of the second vehicle left the scene without stopping to identify himself. There was minor damage to the student's vehicle.,3
PROPERTY Lost/Missing Property,A student reported his cellular phone missing.,1
EH&S Gas Leak,The smell of natural gas was reported inside the location and it was subsequently determined to be coming from a gas meter. FMS personnel discovered loose bolts connecting gas lines to the meter and once they were tightened the smell dissipated.,3
EH&S Water Leak,Water was reported to be leaking from a water tank in a mechanical room at the location. FMS personnel were requested and responded to clean up and conduct repairs.,3
TRAFFIC Traffic Collision Without Injuries,"A student driving her personal vehicle collided with a non-USC male driving his personal vehicle, causing unspecified damage.",2
FIRE Alarm Smoke,A fire alarm was activated by unknown cause.,2
SERVICE Injury Response,A student was examined and released at the scene after a stage prop fell and struck her in the head.,2
SERVICE Suspicious Circumstances,"A student reported that he observed a suspect removed two packages from a residence near the location, but officers were",2
PROPERTY Lost/Missing Property,A staff member reported a pair of headphones missing.,1
TRAFFIC Altered Parking Permit,A student's vehicle was immobilized for displaying an altered USC parking permit.,1
SERVICE Injury Response,A student sought medical treatment on his own at the location after sustaining a cut to the palm of his hand.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free a non-USC male who was trapped in an elevator.,5
DISTURBANCE Disturbing The Peace,A staff member reported that a coworker threatened her.,1
SERVICE Injury Response,A faculty member was transported to SHC for medical treatment after injuring his knee.,2
THEFT-GRAND PERSON Grand Theft Person,A suspect was arrested for snatching a cellular phone from a student's hand near the location.,4
SERVICE Illness Response,A student was transported to SHC for medical treatment after experiencing spontaneous nose bleeds off and on for several hours.,2
TRESPASS Trespassing,"A non-USC male was arrested for entering the location in violation of a University ""stay away"" letter.",3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a bag from a bicycle.,2
PROPERTY Damaged Property,A student reported that the driver's side door was dented and scratched while her vehicle was parked at the location.,1
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after injuring her knee.,2
PROPERTY Damaged Property,A staff member reported that two bars on a security fence were broken by unknown means.,1
TRAFFIC Traffic Collision Without Injuries,"A student driving his personal vehicle collided with a non-USC male driving his personal vehicle, causing unspecified damage.",2
SERVICE Suspicious Circumstances,A student reported that while she was shopping at the location a suspect followed her around the store for several minutes making vulgar comments. The suspect then walked away and disappeared from sight.,2
TRAFFIC Traffic Collision Without Injuries,"An unidentified male backed his vehicle into a parked University vehicle at the location. Upon inspecting the vehicles, the male and the student driving the University vehicle agreed that there was no damage to either of them and the male left the scene without exchanging information.",2
SERVICE Illness Response,A student was examined and released at the scene after suffering an allergic reaction to food she had eaten.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
WARRANT Warrant Arrest,A trespassing suspect was arrested for three outstanding warrants.,2
ALARM RESPONSE Carbon Monoxide Alarm,LAFD responded to a carbon monoxide alarm activation in an apartment at the location. No carbon monoxide was detected in the apartment and LAFD cleared it for reentry.,3
BURGLARY Burglary-Hot Prowl,A suspect removed a handbag.,2
TRAFFIC Traffic Collision Without Injuries,"A non-USC male drove his vehicle over a parking block and into a guard rail inside the location, causing unspecified damage.",2
BATTERY Battery,A non-USC female reported that a suspect sprayed liquid laundry detergent on her and another non-USC female inside the location when they refused to give him money. The suspect then left the building and disappeared from sight.,3
SERVICE Suspicious Circumstances,A staff member reported that ketchup was splattered on the front and rear windshields of her vehicle while it was parked at the location.,2
VANDALISM Vandalism-Misdemeanor,A suspect etched graffiti into the leather on a bench inside the location.,2
PROPERTY Damaged Property,A staff member reported that a parking gate sensor was damaged by unknown means.,1
VANDALISM Vandalism-Misdemeanor,A suspect used an unknown object to scratch the paint on the driver's side of a staff member's vehicle while it was parked at the location.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Illness Response,A student was transported to SHC for medical treatment after fainting.,2
THEFT-PETTY Theft Petty-Plain,A student was cited to Judicial Affairs for removing merchandise from the location without paying for it.,2
SERVICE Suspicious Circumstances,,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
WARRANT Warrant Arrest,A non-USC male who was involved in a verbal confrontation near the location was arrested for an outstanding warrant.,2
THEFT-PETTY Theft Petty-Plain,A suspect was arrested for removing a student's wallet from her backpack.,2
SERVICE Suspicious Circumstances,A student reported receiving a fraudulent check from a suspect who was offering internship opportunities online.,2
NARCOTICS Possession of a Controlled Substance,A non-USC male was arrested for possession of a controlled substance after being detained for drinking alcohol in public.,3
TRAFFIC Traffic Collision-Bicycle,"A student collided with a vehicle door that was opened in his path while he was riding his bicycle near the location. The student sustained injuries to his ankle, wrist and arm, but he declined medical treatment at the scene and stated that he would seek it on his own.",2
SEX OFFENSE Sexual Battery,A student reported that she was sexually assaulted by another student.,4
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
INCIDENT Dispute,"A student reported that she has been having on-going problems with her roommate, also a student, and it has caused her to fear for her safety.",2
FIRE Alarm Malicious,A fire alarm was activated from a pull station.,3
SERVICE Person Stuck In Elevator,LAFD responded to the location to free a non-USC male who was trapped in an elevator.,5
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Damaged Property,"A non-USC male drove a truck past a parking control arm as it was closing inside the garage at the location, causing it to hit the truck and break.",1
INCIDENT Dispute,"A student reported that his roommate, also a student, struck him in the chest during an argument.",2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
FRAUD Fraud-General,"A student reported receiving a check from a subject who offered him a job opportunity, but after being instructed to purchase gift cards with the funds he concluded that the job was a scam.",2
DISTURBANCE Disturbing The Peace,A suspect who appeared to be under the influence of a controlled substance was subdued by a school employee when he attempted to climb over a fence onto school grounds while classes were in session. The suspect was then transported to a local hospital for evaluation.,1
PROPERTY Damaged Property,A student reported that the hood was dented while her vehicle was parked at the location.,1
SERVICE Illness Response,A staff member was transported to a local hospital for medical treatment after complaining of stomach pain.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
ALCOHOL Alcohol/Drug Overdose,"A student was transported to a local hospital for medical treatment after overdosing on a combination of alcohol, marijuana and prescription medication.",3
DOMESTIC VIOLENCE Willfull Infliction of Corporal Injury,A non-USC female reported by phone that her boyfriend grabbed her by the neck during an argument. The female refused to provide any further details or meet with officers.,3
SERVICE Suspicious Circumstances,,2
TRAFFIC Traffic Collision Without Injuries,"A student driving her personal vehicle collided with another student driving his personal vehicle, causing minor damage.",2
THEFT-PETTY Shoplifting,A suspect was arrested for removing merchandise from the location without paying for it.,2
DISTURBANCE Disturbing The Peace,The fraternity was cited to Judicial Affairs for hosting an unregistered party.,1
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
SERVICE Suspicious Circumstances,"Officers responded to a report of a distraught student at the location and she informed them that she became emotional recalling an incident that happened to her several years ago, but she refused to elaborate. The student declined any assistance and the officers cleared the scene.",2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
TRESPASS Trespassing,A suspect was arrested for trespassing at the location.,3
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose,3
VANDALISM Vandalism-Misdemeanor,"A suspect intentionally disconnected a water line from a sink, causing water to flood a restroom in the basement of the location. FMS personnel were requested and responded to clean up and conduct repairs.",2
THEFT-GRAND Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,A student reported a jacket missing.,1
PROPERTY Lost/Missing Property,A faculty member reported a hearing aide missing.,1
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A student reported that she purchased magazine subscriptions from a suspect soliciting outside the location because she felt intimidated.,2
SERVICE Welfare Check,Officers responded to a report of a possibly suicidal non-USC male somewhere on campus. A search was conducted and the male was found unharmed at the location. The male stated that he had no intention of harming himself and the officers cleared the scene after he declined assistance.,2
ALCOHOL Unlawful Possession of Alcohol,A registered party was shut down at the location after it was determined that minors were being served alcohol.,2
BATTERY Battery,A student reported that another student punched him in the face when he was denied entry to a party at the location.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ROBBERY Robbery-Strong Arm-Attempt,"Three suspects approached a security guard who was posted at the location and one of them punched her in the face, causing",3
NARCOTICS Possession of a Controlled Substance,A prowling suspect was arrested for possession of a controlled substance.,3
SUICIDE Attempt Suicide,A student was transported to a local hospital for medical treatment after an apparent attempt to harm herself.,5
INCIDENT Dispute,A student reported that he was involved in a dispute with his roommate over unpaid rent.,2
VANDALISM Vandalism-Misdemeanor,A suspect spray painted graffiti on an equipment panel on the top level of the location.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
TRAFFIC Traffic Collision With Injuries,"A student was struck by a vehicle while crossing the street at the location. The student sustained an injury to her knee and multiple cuts and abrasions, and she sought medical treatment on her own at SHC.",3
SERVICE Suspicious Circumstances,"A staff member reported that someone placed a piece of cardboard in between the latches of a double door at the location, preventing it from being secured. The cardboard was removed and the door was secured.",2
SERVICE Injury Response,A student was transported to SHC for medical treatment after injuring his ankle.,2
SERVICE Welfare Check,A welfare check was conducted on a reportedly distraught student at the location and he was placed in contact with a counselor at the Student Counseling Center. The counselor then cleared the student for release.,2
SEX OFFENSE Rape,A student reported that she was sexually assaulted by another student.,5
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after cutting his finger with a knife.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her roommate.,3
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of abdominal pain.,2
VANDALISM Vandalism-Felony,A suspect shattered an office window with an unknown object.,3
EH&S Water Leak,Water was reported to be leaking from a first floor restroom at the location and it was determined to be coming from a clogged pipeline. FMS personnel were requested and responded to clean up and conduct repairs.,3
SEX OFFENSE Sexual Battery,A student reported that a suspect reached under her dress and groped her while she was walking near the location.,4
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A student reported that someone may have placed a drug in her drink while she was attending a party at the location.,2
EH&S Water Leak,"Water was observed to be flooding the floor outside a room on the first floor of the location, but the source could not be determined at the time of the report. FMS personnel were requested and responded to clean up and conduct repairs.",3
ALCOHOL Unlawful Possession of Alcohol,A student was cited to Judicial Affairs for underage possession of alcohol.,2
INCIDENT Domestic Dispute,A non-USC male was arrested for assaulting his wife at the location.,2
BATTERY Battery,A student reported that his neighbor shoved him during a dispute about parking.,3
ROBBERY Robbery-Firearm,A student reported that a suspect gave him an empty envelope in exchange for a pair of shoes he agreed to sell to the subject and when he protested a second suspect in a nearby vehicle brandished a handgun. Both suspects then drove away and disappeared from sight.,4
ASSAULT Assault-Other Dangerous Weapon,A student reported that a passenger in a passing vehicle shot at him with a paint ball gun while he was walking near the location. The student was not hit.,4
SEX OFFENSE Penetration by Foreign Object,A student reported that she was sexually assaulted.,5
TRAFFIC Traffic Collision-Pedestrian,A student reported that she was struck by a female on a bicycle while walking near the location. The female then rode away without stopping to identify herself.or check on the student's welfare. The student sustained an injury to her arm and sought medical treatment on her own.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a laptop computer.,2
SERVICE Injury Response,A non-USC female was transported to a local hospital for medical treatment after injuring her ankle.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free three students who were trapped in an elevator.,5
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free four students who were trapped in an elevator.,5
SERVICE Person Stuck In Elevator,LAFD responded to the location to free a student who was trapped in an elevator.,5
VEHICLE CODE Hit & Run - Misdemeanor,"A male on a bicycle collided with a staff member driving his personal vehicle, causing unspecified damage. The male then rode away without stopping to identify himself.",3
VANDALISM Vandalism-Felony,A suspect shot a student's vehicle several times with a paint ball gun while it was parked in the garage at the location.,3
PROPERTY Damaged Property,A non-USC female reported that the rear bumper was scratched while her vehicle was parked at the location.,1
PROPERTY Lost/Missing Property,A student reported his backpack missing.,1
TRESPASS Trespassing,A suspect who was harassing customers inside the location was arrested for trespassing after refusing to leave the premises.,3
ROBBERY Robbery-Strong-Arm,A suspect forcibly removed a cellular phone from a non-USC female outside the location. The suspect then fled on foot and disappeared from sight.,3
THEFT-PETTY Shoplifting,A student was cited to Judicial Affairs for removing merchandise from the location without paying for it.,2
"EH&S Smell of Smoke, Odor, Non-Fire","LAFD responded to a report of the smell of smoke on the sixth floor of the location, but no smoke was detected and the floor was cleared for reentry.",1
"OBSCENE ACTIVITY Obscene, Annoying, Threatening Phone Calls",A student reported receiving numerous annoying phone calls and social media messages from an acquaintance.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed an electric skateboard.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed two packages that were delivered to the location.,2
SERVICE Injury Response,A student was examined and released at the scene after falling and hitting her head.,2
WARRANT Warrant Arrest,A suspect who was harassing students near the location was arrested for two outstanding warrants.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a package that was delivered to the location.,2
SERVICE Welfare Check,A welfare check was conduct on a student at the location at the request of his sister and he was subsequently transported to Southwest station for evaluation by an LAPD SMART officer.,2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after cutting his finger.,2
THEFT-PETTY Theft Bicycle,A suspect was arrested for removing a student's bicycle from the location.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a cellular phone from a backpack.,2
EH&S Gas Leak,"LAFD responded to a report of the smell of natural gas outside the location. LAFD confirmed the smell of gas, but they could not locate a leak, so they shut off the gas main. The Gas Company and FMS personnel were then requested to investigate the leak.",3
THEFT-GRAND Theft Grand-Plain,A suspect removed a leaf blower.,2
SERVICE Illness Response,A non-USC female was transported to a local hospital for medical treatment after complaining of difficulty breathing.,2
EH&S Hazardous Materials,Safety Office personnel responded to a report of an unknown liquid leaking from a metal container outside the location and determined that it was oil. The Safety Office personnel then commenced cleanup of the oil.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,Two students each reported a pair of ear buds missing.,1
PROPERTY Damaged Property,A student reported that the rear driver's side quarter panel was dented while his vehicle was parked at the location.,1
INCIDENT Dispute,,2
THEFT-GRAND AUTO Grand Theft Auto,"A suspect removed a silver, 2011 Toyota Corolla from the parking garage at the location.",4
THEFT-TRICK Theft-Trick or Device,A student reported that he was tricked into purchasing gift cards and providing the access codes to a suspect to pay for a security upgrade after being told that his phone was susceptible to being hacked.,2
FRAUD Fraud-General,A suspect used unknown means to make an unauthorized purchase on a student's credit card account.,2
PROPERTY Damaged Property,"A non-USC male's unoccupied vehicle rolled backward out of a parking space at the location and collided with a staff member's parked vehicle, causing minor damage.",1
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after suffering an allergic reaction to food she had eaten.,2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after breaking a finger.,2
TRAFFIC Traffic Collision Without Injuries,"A student was struck by a vehicle while riding his bicycle near the location. The student reported minor soreness to his shoulder, but he declined medical treatment.",2
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after sustaining a cut to her hand.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after he allegedly made a statement about harming himself. The student was unharmed when contacted by officers and they cleared the scene after concluding that he was not a danger to himself or others.,2
TRAFFIC Traffic Collision Without Injuries,"A staff member driving a University vehicle collided with another staff member driving a University vehicle, causing minor damage.",2
SERVICE Illness Response,A female student was transported to a hospital after fainting.,2
THEFT-PETTY Theft Petty-Plain,A staff member reported her wallet stolen from her unattended purse.,2
THEFT-PETTY Theft Bicycle,A student reported his bicycle stolen.,2
TRESPASS Trespassing,A juvenile was detained for trespassing and later released to LA school police.,3
SERVICE Illness Response,A female student was examined by LA Fire Department pesonnel for dizziness and feeling faint.,2
SERVICE Injury Response,A faculty member was transported to student health after injuring his nose from a fall.,2
WARRANT Warrant Arrest,"During a loitering investigation, a male suspect was arrested for having an outstanding warrant.",2
SERVICE Illness Response,A student was examined by LA Fire personnel for stomach pains.,2
PROPERTY Damaged Property,A staff member reported damage to her front bumper of her vehicle.,1
THEFT-PETTY Theft Petty-Plain,A student reported her skateboard stolen.,2
TRAFFIC Traffic Collision Without Injuries,University-owned vehicle was involved in a traffic accident. No injuries.,2
NARCOTICS Possession of a Controlled Substance,Students were cited for possession of a drug paraphernalia.,3
ALARM RESPONSE Environmental Alarm,A hospital employee carrying three radio-active bags triggered an alarm.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated female student was transported to a hospital by LA Fire Department.,3
ALCOHOL Drunk In Public,Officers interviewed an intoxicated male student.,2
FIRE Alarm Malicious,A fire alarm was activated from a pull station.,3
SERVICE Suspicious Circumstances,A student reported that a car service driver photographed her without her consent while she was sleeping in his vehicle.,2
TRAFFIC Parking or Moving Violation,DPS officers responded to assist LAPD officers who were detaining a student who was refusing to sign a traffic citation that was issued to her. The officers explained the procedures to the student and she subsequently signed the citation.,1
TRAFFIC Traffic Collision Without Injuries,"A student drove his vehicle into a faculty member's vehicle, causing unspecified damage.",2
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a table and a chair.,2
SERVICE Suspicious Social Media Post,A student reported that her ex-boyfriend posted personal photos of her on a social media site without her permission.,2
SERVICE Welfare Check,A welfare check was conducted on a student at the location after friends reported receiving messages from her indicating she may attempt to harm herself. The student was placed in contact with a counselor at the Student Counseling Center and she was subsequently cleared for release.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by a bag of dirty linen.,3
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of abdominal pain.,2
DOMESTIC VIOLENCE Dating Violence,"A non-USC male reported that his girlfriend, a student, slapped him several times in the face during an argument.",2
EH&S Water Leak,Officers responded to a report of water flooding three laboratories at the location. FMS personnel also responded and discovered that the water was coming from a clogged drain. FMS unclogged the drain then commenced clean up of the standing water.,3
SERVICE Illness Response,A non-USC male was transported to a local hospital for medical treatment after complaining of difficulty breathing.,2
DISTURBANCE Disturbing The Peace,A student was cited to Judicial Affairs for hosting an unauthorized party at the location and uncooperative behavior with officers who responded to the scene.,1
THEFT-GRAND Theft Grand-Plain,A suspect removed a gym bag.,2
WEAPONS Possession of Metal Knuckles,A suspect who threatened a store clerk inside the location was arrested for possession of brass knuckles and an outstanding warrant.,3
PROPERTY Lost/Missing Property,A student reported his skateboard missing.,1
THEFT-GRAND PERSON Grand Theft Person,A suspect removed a handbag.,4
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of a friend.,2
BATTERY Battery,A student was arrested for punching an LAPD officer who was working event security at the location.,3
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of a friend.,2
WARRANT Warrant Arrest,A non-USC male who was involved in a verbal dispute with his girlfriend near the location was arrested for two outstanding warrants.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of his roommate.,2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
DOMESTIC VIOLENCE Willfull Infliction of Corporal Injury,"A non-USC female reported that she was assaulted by her boyfriend, who is a student.",3
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect removed a water bottle.,4
TRAFFIC Reckless Driver,A student was cited to Judicial Affairs for reckless driving on campus.,3
VANDALISM Vandalism-Felony,A suspect used a rock to smash the front and rear windshields of a staff member's vehicle while it was parked near the location.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a backpack.,2
SERVICE Suspicious Circumstances,A Housing guest card was confiscated from a suspect who was observed inside the location after business hours and he was advised that he would be arrested if he was found trespassing on campus again.,2
SERVICE Person Stuck In Elevator,LAFD responded to the location to free a non-USC male who was trapped in an elevator.,5
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
FIRE Alarm Accidental,A fire alarm was activated by dust from construction.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Suspicious Circumstances,A staff member reported that he was concerned about the safety of a student after receiving conflicting information from a psychologist who examined him.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
TRAFFIC Traffic Collision With Injuries,A student collided with a vehicle door that was opened in his path while he was riding his bicycle near the location. The student sustained abrasions to his hand and arm and was treated and released at the scene.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
THEFT-PETTY Shoplifting,A staff member was observed on video surveillance footage removing merchandise from the location without paying for it. An investigation is on going.,2
PROPERTY Lost/Missing Property,A student reported her credit card holder missing.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
SERVICE Illness Response,A staff member was transported to a local hospital for medical treatment after suffering an asthma attack.,2
SERVICE Illness Response,A student suffering from a high fever was transported to a local hospital for medical treatment.,2
PROPERTY Damaged Property,A staff member reported that a parking gate sensor was damaged by unknown means.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a cellular phone.,2
PROPERTY Lost/Missing Property,A student reported his wallet missing.,1
SERVICE Illness Response,A non-USC female was examined and released at the scene after complaining of dizziness and feeling faint.,2
TRAFFIC Traffic Collision Without Injuries,"A staff member driving his personal vehicle collided with a non-USC female driving her company vehicle, causing unspecified damage.",2
THEFT-GRAND PERSON Grand Theft Person,A suspect on a bicycle approached a student from behind as she was walking near the location and snatched her cell phone from her hand as he passed her. The suspect then handed the phone to a second suspect also on a bike and both of them rode out of sight.,4
FIRE Alarm Activation,A fire alarm was activated by water leaking into a smoke detector.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a skateboard.,2
