Summary,label
A faculty member reported receiving an email message from a former student that caused him concern.,2
A non-USC female was examined and released at the scene after suffering an anxiety attack.,2
A student reported his registered bicycle stolen.,2
A non-USC male was transported to a local hospital for medical treatment after complaining of chest pain.,2
A staff member reported that the driver's side doors were damaged while his vehicle was parked at the location.,1
A suspect removed a backpack.,2
A manager at the location reported that five suspects were observed on a surveillance recording removing several cosmetic products from the location without paying for them.,2
Two suspects were arrested for removing merchandise from the location without paying for it.,2
A bike theft suspect was arrested for an outstanding warrant.,2
Student was transported for excessive alcohol consumption.,3
An intoxicated student was examined and released into the care of his roommate.,2
An unidentified female fell outside the location and after being assisted to her feet she declined medical treatment and walked away.,2
"A staff member backed a University vehicle into a parked University vehicle, causing minor damage.",2
"A suspect approached a student outside the location, asked for her name and then asked her to give him her cellular phone. Fearing for her safety, the student fled on foot and the suspect did not pursue her.",2
A suspect used an unknown object to scratch the interior of an elevator at the location.,2
A student was transported to a local hospital for medical treatment after complaining of abdominal pain.,2
A suspect removed a skateboard.,2
A suspect removed a bicycle.,2
"A student drove a University vehicle into a non-USC female's parked vehicle, causing minor damage.",2
A fire alarm was activated by unknown cause.,2
A radiation alarm was activated by the contents of a trash bag.,3
A staff member reported that the rear bumper was damaged while her vehicle was parked at the location.,1
A student was transported to a local hospital for medical treatment after consuming a large quantity of over the counter medication in an attempt to harm herself.,5
A staff member reported that an unidentified female backed her vehicle into his parked vehicle outside the location then drove away as he was attempting to exchange information with her.,3
DPS officers detained a non-USC male who was observed pinning a non-USC female to the ground in front of the location. The male was then turned over to LAPD officers who responded to the scene to take over the investigation.,2
"A group of juveniles approached a student who was walking near the location and one of them snatched his cellular phone from his hand. The juvenile handed the phone off to a second juvenile, then all of the subjects fled on foot and disappeared from sight.",4
The father of a student reported that a teaching assistant sent an email message to his son that caused him concern.,2
A suspect removed a laptop computer.,2
A suspect on a bicycle rode past a student and snatched her cellular phone from her hand while she was standing outside the location. The suspect then rode away and disappeared from sight.,4
A student was cited to Judicial Affairs for possession of marijuana and uncooperative behavior with an RA and DPS officers.,3
"A student was examined and released at the scene after complaining of difficulty breathing, nausea and a headache.",2
A suspect removed two packages that were delivered to the location.,2
A student was transported to a local hospital for medical treatment after suffering an allergic reaction to food she had eaten.,2
"A staff member drove a University tram into a tree, denting the rear bumper and knocking over the tree.",2
A suspect was arrested for trespassing at the location.,3
A student was examined and released to seek medical treatment on her own after injuring her ankle.,2
A staff member was transported to a local hospital for medical treatment after experiencing chest pains.,2
A student was treated and released at the scene after falling and injuring her arm.,2
An intoxicated student was examined and released into the care of her roommates.,3
An intoxicated student was examined and released into the care of her friends.,3
A staff member reported an ID card reader missing.,1
A suspect used an unknown object to scratch the rear driver's side window and door of a staff member's vehicle.,3
A radiation alarm was activated by the contents of a trash bag.,3
"The daughter of a patient reported that an unidentified staff member attempted to ""hit on"" her at the location and it caused her to feel uncomfortable.",2
A student was struck by a University vehicle while riding his skateboard near the location. The student was not injured.,2
A student was examined and released to seek medical treatment on her own after complaining of dizziness and feeling light headed.,2
"A student drove a University vehicle into a non-USC male's vehicle, causing minor damage.",2
A non-USC female was transported to a local hospital for medical treatment after injuring her shin.,2
"A student drove his vehicle into a faculty member's vehicle, causing unspecified damage.",2
A student was struck by a vehicle while crossing the street on his skateboard at the location. The student sustained unspecified injuries and was transported to a local hospital for medical treatment.,2
A staff member reported that a University sign appeared to have been damaged during a possible traffic collision.,1
A party was shut down at the location due to an unruly large crowd overflowing onto the public sidewalk.,1
A suspect removed three laptop computers.,2
A suspect removed a bicycle.,2
A student was transported to a hospital for excessive alcohol consumption.,3
A non-USC male reported that he was sexually assaulted.,4
A suspect removed a bicycle.,2
"A student drove his vehicle into another student's vehicle which then collided with a non-USC female's vehicle, causing minor to major damage.",2
A trespassing suspect was arrested for three outstanding warrants.,2
A student was transported to a local hospital for medical treatment after experiencing an adverse reaction to smoking marijuana and drinking alcohol.,3
A staff member reported that on multiple occasions a suspect has broken the toilet paper dispensers off the stall walls inside a restroom at the location.,2
A suspect removed a speaker.,2
A hazardous materials alarm was activated by a faulty sensor.,3
A suspect removed a bicycle.,2
A non-USC female reported her laptop computer missing.,2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
A suspect spray painted graffiti on multiple walls on the top floor of the location.,2
A suspect removed a bicycle.,2
A student reported that a relative continues to send her text messages after being asked to stop contacting her.,2
A staff member reported that the rear driver's side door and quarter panel were damaged while his vehicle was parked at the location.,1
A radiation alarm was activated by the contents of a trash bag.,3
"The smell of an unknown gas was reported in a laboratory at the location and Safety Office personnel responded, but they were unable to locate the source of the smell and the lab was secured for further investigation the following day.",1
A parking bollard outside the location was damaged by unknown means.,1
An intoxicated non-USC male was examined and released at the scene.,2
A non-USC female reported that she observed a suspect masturbating while seated inside a vehicle parked near the location,3
"A suspect used an unknown tool to pry open a door to gain entry to an office suite, but did not remove any property.",3
A suspect removed a cargo trailer that was parked at the location.,4
"A suspect was arrested for entering campus in violation of a University ""stay away"" letter.",3
A student was cited for public intoxication.,2
A USC bus was involved in a collision.,2
A suspect removed a wallet.,2
Three students reported that they have been the subjects of on-going harassment by the manager of the apartment building where they reside.,1
A female student reported that an unidentified male bumped into her while crossing the street. No injuries.,4
An intoxicated student was cited to Judicial Affairs for underage drinking and jumping in the fountain at the location.,2
A fire alarm was activated from a pull station.,3
A staff member suffering from high blood pressure was transported to a local hospital for medical treatment.,2
A suspect was arrested for attempting to gain entry to vehicles parked near the location by pulling on door handles.,3
A suspect removed three packages from the front porch of the location.,2
A student reported that a suspect intentionally struck her with his shoulder to push her out of his way as he walked toward her outside the location.,3
"A welfare check was requested on a student at the location after he sent a disturbing text message to an acquaintance. The student was not present when officers arrived, but they subsequently contacted him by phone and concluded that he was not a threat to himself or others.",2
A student collided with a vehicle door that was opened in his path as he was riding an electric scooter near the location. The student sustained an injury to his arm and was transported to a local hospital for medical treatment.,3
"A student driving her personal vehicle collided with a non-USC female driving her personal vehicle, causing minor damage.",2
A staff member reported his USC ID missing.,1
A suspect removed a bicycle.,2
"A staff member driving his personal vehicle collided with a non-USC female driving her company vehicle, causing unspecified damage.",2
A suspect was arrested for peering into apartment windows at the location.,3
A fire alarm was activated by unknown cause.,1
"A suspect removed three laptop computers, a tablet computer, a guitar and miscellaneous clothing.",3
A visitor's bicycle was reported stolen.,2
A suspect removed three computer adapters and miscellaneous coins.,3
A vandalism suspect was arrested for possession of a dagger.,3
A student was struck by a vehicle while riding his bicycle near the location. The student was not injured.,2
Three roommates disputed over furniture and other property.,2
A suspect removed currency from a purse.,2
A student was examined and released at the scene after suffering an allergic reaction to her medication.,2
Flashlights were reported to be missing from four University vehicles.,1
A welfare check was conducted on a student at the location after a friend reported receiving a disturbing text message from her. The student met with a counselor at the scene and she was subsequently cleared for release.,2
"A student reported that her ex-boyfriend, also a student, smashed the headlights and dented the side panels on her vehicle while it was parked at the location.",2
A suspect removed a dental tool.,2
A student reported that her mother slapped and punched her in the face during an argument. The student did not desire criminal prosecution of the matter.,3
A suspect removed a laptop computer.,2
"An unidentified subject drove a vehicle through a parking control arm at the location, causing it to break off it's base.",1
A non-USC male was arrested for punching another non-USC male.,3
A suspect was arrested for spray painting graffiti on a sidewalk near the location.,2
A student reported that a suspect punched him in the head without provocation while he was riding his bicycle near the location.,3
A suspect removed a package that was delivered to the location.,2
"The roof of a University van struck some overhead pipes as a student drove it inside the location, causing unspecified damage.",2
A suspect removed a bicycle.,2
A non-USC female reported her purse missing.,1
A fire alarm was activated by unknown cause.,2
Unknown person triggered the fire alarm by activating a pull station.,3
Several juveniles were advised against trespassing on University property after the were observed sitting inside a University electric cart parked on the sixth floor of the location. All of the subjects then left campus without further incident.,2
A student was examined and released at the scene after suffering an allergic reaction to food she had eaten.,2
A suspect who was observed starting fires in two trash cans near the location was arrested for an outstanding warrant.,2
A fire alarm activated by unknown means. No further incident.,2
"Unknown suspect removed a student's laptop, backpack, wallet, and keys from a student's locker.",2
A trespassing suspect was arrested for possession of burglary tools and a controlled substance.,3
"A staff member backed a University vehicle into a wall, causing unspecified damage.",2
A suspect removed a pair of sunglasses.,2
A non-USC female was transported to a local hospital for medical treatment after reporting that she was bleeding internally.,2
"A suspect was detained for investigation after she was observed taking pictures of people using an ATM machine outside the location. The subject was questioned, then she was advised against trespassing on University property and released.",2
A suspect used unknown means to make several unauthorized charges to a student's credit card account.,2
"A staff member driving her personal vehicle collided with another vehicle driven by a non-USC female, causing unspecified damage.",2
A suspect removed a bicycle.,2
A student reported a camera missing.,1
A student reported a dental tool missing.,1
A staff member reported that a former student's verbally abusive and aggressive behavior during a meeting caused her to fear for her safety.,1
A suspect damaged a student's key fob.,3
A student was cited to Judicial Affairs for belligerent and uncooperative behavior with DPS officers who responded to a noise complaint at the location.,2
A student was transported to a local hospital for medical treatment after experiencing an allergic reaction to food he had eaten.,2
A student reported his duffel bag stolen.,2
"A suspect removed a purse, two backpacks and miscellaneous clothing.",3
A staff member used a doctor's prescription pad to write several fraudulent prescriptions for herself and had them filled at multiple pharmacies.,3
A non-USC male reported that an unidentified student threatened to kill him when he asked the subject to leave his bike shop at the location during an argument about bike repairs and it has caused him and his staff to fear for their safety.,2
An intoxicated student was examined and released into the care of her friends.,3
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
A trespassing suspect was arrested for a parole violation and possession of a concealed dagger.,3
A suspect removed a bicycle.,2
"A student driving his personal vehicle collided with a non-USC female driving her personal vehicle, causing unspecified damage.",2
A juvenile was transported to a local hospital for medical treatment after possibly being drugged at a club in West Hollywood.,4
A suspect removed a laptop computer.,2
A student reported that the driver's side door was damaged while her vehicle was parked at the location.,1
A non-USC male was examined and released at the scene after suffering an anxiety attack.,2
A suspect removed a bicycle.,2
A staff member reported that the rear bumper was damaged while a University vehicle was parked at the location.,1
A suspect removed the handlebars from a bicycle.,2
A student was cited to Judicial Affairs for possessing live ammunition in an apartment at the location.,2
A staff member reported that several payroll checks were removed from the location and subsequently cashed by unknown suspects.,2
A suspect removed a pair of headphones.,2
A student was transported to a local hospital for medical treatment after complaining of severe abdominal pain.,2
A non-USC female was transported to a local hospital for medical treatment after collapsing outside the location.,2
A juvenile was transported to a local hospital for medical treatment after suffering a seizure.,2
A suspect removed a bicycle.,2
A non-USC female reported that a suspect sprayed liquid laundry detergent on her and another non-USC female inside the location when they refused to give him money. The suspect then left the building and disappeared from sight.,3
A non-USC female was treated and released at the scene after sustaining a cut to her toe.,2
A student's bicycle was reported stolen.,2
A chain securing several bicycles together at the location was found to be unlocked. It could not be determined if any bikes had been removed at the time of the report.,2
A nurse reported that she sustained injuries to her wrists when a patient grabbed hold of them while she was trying to prevent him from detaching medical equipment from his body.,2
A faculty member was examined and released to seek medical treatment on his own after complaining of chest pains and difficulty breathing.,2
A contracted employee reported his car battery removed from his vehicle.,2
A male student was transported to a local hospital for abnormal heart rate.,2
A suspect approached a student from behind and slapped her buttocks while she was waiting to cross the street at the location. The suspect then walked away and the student proceeded to the DPS office to report the incident.,4
A student was transported to a local hospital for medical treatment after sustaining a possible concussion.,2
A non-USC female reported that the rear bumper was scratched while her vehicle was parked at the location.,1
A staff member reported that an acquaintance of another staff member has been repeatedly calling them both on their office phones and leaving derogatory messages about the university.,2
A suspect removed a laptop computer.,2
"Eighteen students were arrested for possession of fake ID's, cited and released.",2
A student was examined and released to seek medical treatment on her own after complaining of dizziness and feeling faint.,2
A suspect removed a tote bag.,2
A suspect used an unknown object to smash a kitchen window.,3
A student was examined and released to seek medical treatment on his own after injuring his knee.,2
A non-USC female was transported to a local hospital for medical treatment after injuring her knee.,2
A student was transported to SHC for medical treatment after cutting his finger.,2
A staff member reported that a rented generator parked at the location was damaged by unknown means.,1
A student's phone was recovered from a theft suspect at the location.,2
A landscaper broke a water main while removing a tree stump outside the location. FMS personnel were notified and a work order was generated to repair the main.,3
A student reported that after applying for a job posted online he received a check from the company with instructions to deposit it,2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
"A faculty member reported that a former student contacted her by phone and email in violation of a University ""stay away"" letter.",2
LAFD responded to a report of an electrical outlet short in an apartment at the location. LAFD shut off the power to the apartment and FMS personnel were requested to conduct repairs.,1
"A student reported misplacing his laptop in the City of San Francisco, CA.",1
"A roll up parking gate lowered and struck a student's vehicle as he was exiting the location, damaging the rear bumper and trunk.",1
A suspect removed the in-dash stereo.,4
A loss prevention officer at the location reported that the boyfriend of a shoplifting suspect threatened him when he detained her for questioning outside the location.,2
A suspect removed a bicycle.,2
A staff member misplaced her keys.,1
A student was transported to a local hospital for medical treatment after being kicked in the head while playing soccer.,2
"A staff member was transported to a local hospital for medical treatment after complaining of difficulty breathing, chest pains and numbness in his arm.",2
A student was struck by a vehicle while riding his skateboard near the location. The student sustained an injury to his ankle and was treated and released at the scene.,3
A student reported that she wired money for a deposit on an apartment to a subject who claimed to be the building manager but the listing turned out to be a fraud.,2
A non-USC male was treated and released at the scene after falling and sustaining a cut to the back of his head.,2
A staff member reported three gift blankets missing.,1
"A parent requested that a welfare check be conducted on a student at the location, but he was not present and could not be located at the time of the report.",2
A suspect removed a backpack.,2
A suspect removed a bicycle.,2
A student reported that a non-USC male she met at a party has been sending her unwanted messages via social media for approximately two years.,2
A suspect was arrested for removing a student's bicycle from the location.,2
A suspect was arrested for removing a student's bicycle from the location.,2
"A student was transported to a local hospital for medical treatment after complaining of stomach and chest pain, and difficulty breathing.",2
A fire alarm was activated by a malfunctioning smoke detector.,2
A domestic violence suspect was arrested for an outstanding warrant.,2
A student reported her bicycle stolen.,2
A non-USC male was arrested for an outstanding warrant after being detained for a traffic violation.,2
A non-USC female reported currency missing.,1
A faculty member was escorted off campus after he was discovered to be in possession of a handgun.,2
A suspect removed a backpack.,2
A suspect removed a bicycle.,2
"Officers responded to a report of a suspect yelling and cursing at a student and a staff member at the location, but he left the building prior to their arrival and could not be located during a subsequent search of the area.",1
A welfare check was conducted on a student who was observed sitting on a ledge outside a dorm room on the eighth floor of the location. The student informed the responding officers that he was out on the ledge to enjoy the view and they concluded that,2
Two student were cited to Judicial Affairs for smoking marijuana in a dorm room at the location. Marijuana and a bong were found in the room and subsequently confiscated.,1
A suspect who was observed injecting the contents of a hypodermic needle into his arm outside the location was arrested for possession of a controlled substance.,3
A suspect removed a bicycle.,2
A student reported that a suspect has been sending her unsolicited nude photos through her social media accounts.,3
"A student drove his vehicle into an unidentified subject's parked vehicle inside the location, causing unspecified damage.",2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
A suspect removed the front wheel and handlebars from a bicycle.,2
A suspect removed a blanket.,3
A non-USC female was transported to a local hospital for medical treatment following an alcohol overdose. Three other intoxicated non-USC individuals were examined and released at the scene.,3
A suspect was arrested for removing a student's bicycle from the location.,2
A staff member reported that she observed an unidentified female temp employee removing property from an ICU on the fifth floor of the location.,2
A student reported that the front bumper was damaged while his vehicle was parked at the location.,1
A fire alarm was activated by an air conditioner blowing dust into a smoke detector.,1
A student reported a package missing.,1
A suspect removed a bicycle.,2
A student reported that on three different occasions she has been approached outside the location by male subjects who attempt to engage her in flirtatious conversation and it has caused her to feel uncomfortable.,2
A suspect removed a toiletry bag.,2
A student was cited to Judicial Affairs for using a fake ID to purchase alcohol at the location.,2
A suspect removed the catalytic converter.,2
A staff member reported that she was splashed with an unknown liquid while removing a tray from a pathology refrigerator. The staff member was not injured and the liquid was subsequently determined to be water.,2
A suspect in a passing vehicle shot a non-USC male twice with a paint ball gun while he was standing at the location.,4
A staff member reported that over a period of several months two juveniles have been entering the secured FMS storage area at the location and vandalizing property.,3
A suspect removed a bicycle.,2
A radiation alarm was activated by the contents of a trash bag.,3
"A non-USC female and a non-USC male were involved in a verbal altercation at the location, during which the male was reported to have pushed the female.",2
A suspect approached a student who was walking near the location and elbowed her in the face without provocation. The suspect then walked away and disappeared from sight.,3
A non-USC female who was reported to be exposing herself and harassing passersby near the location was transported to a local hospital for psychiatric care.,2
A staff member was examined and released at the scene after falling while exiting an elevator inside the location.,2
A staff member reported that she is being harassed by unidentified coworkers.,2
A suspect removed a wallet.,2
An intoxicated student was examined and released into the care of a friend.,2
"A non-USC male reported that a safety railing, a concrete planter and a bench were damaged by unidentified subjects who were skateboarding at the location.",3
A suspect removed a pair of headphones.,2
A suspect was arrested for prowling inside the location.,1
LAFD responded to free a staff member who was trapped in an elevator at the location.,2
"A staff member drove his personal vehicle into a parked University vehicle, causing minor damage.",2
A suspect removed a tote bag.,2
An intoxicated student was examined and released into the care of an RA.,2
A student was transported to a local hospital for medical treatment after complaining of an adverse reaction to drugs she had taken a few days earlier.,2
A student was examined and released at the scene after complaining of dizziness.,2
FMS personnel responded to free a contractor who was trapped in an elevator at the location.,2
A bike theft suspect was arrested for a parole violation.,2
A suspect removed a wallet and a cellular phone.,2
A suspect was arrested for removing a student's bicycle from the location.,2
A fire alarm was activated by smoke from burnt food.,2
A suspect removed a laptop computer.,4
A non-USC male was treated and released at the scene after falling and sustaining abrasions to his nose.,2
A suspect used unknown means to make two unauthorized purchases on a student's food delivery service account.,2
A shoplifting suspect was arrested for three outstanding warrants.,2
A suspect was arrested for removing a student's bicycle from the location.,2
Two students were cited to Judicial Affairs for allowing two non-USC male's to use their USC Id's in order to be allowed to participate in a basketball league for students only.,2
A student and three companions were arrested for trespassing at the location.,3
A suspect was arrested for prowling in the bike racks at the location and a probation violation.,1
"A suspect approached a student who was walking his bike near the location and threatened to take it from him. Fearing for his safety, the student flagged down passing DPS officers. The officers detained the suspect, but he was subsequently released due to insufficient evidence of a crime having been committed.",2
A student's vehicle was immobilized for displaying an altered USC parking permit.,1
A staff member reported receiving numerous email messages from a patient who continues to ask for amendments to be made to her medical record after her prior requests were denied.,2
A staff member fell from a ladder injuring her right arm. She declined medical attention.,2
"Officers responded to conduct a welfare check on a possibly suicidal staff member at the location, but he left prior to their arrival and could not be located at the time of the report.",2
A student was transported to a local hospital for medical treatment after complaining of chest pains.,2
A suspect spray painted graffiti on a newspaper dispenser at the location.,2
A student was transported to a local hospital for medical treatment after complaining of severe abdominal pain.,2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
A student reported a dental tool missing.,2
A student reported that he was awakened by another student whom he did not know rummaging through his desk drawers in his bedroom. The second student appeared to under the influence of a controlled substance and he was escorted out of the apartment by the reporting student. No property was removed.,2
A staff member reported that the front air dam on a University vehicle was damaged by unknown means.,1
A suspect removed a bicycle.,2
A suspect used unknown means to make two unauthorized purchases on a student's credit card account.,3
A suspect removed a bicycle.,2
"A suspect removed a pair of handcuffs, a flashlight and a phone charger.",4
A suspect removed a wallet.,2
An intoxicated non-USC female was found inside the location naked from the waist down and she stated that she removed her clothing to urinate after being unable to find a restroom. The female declined any assistance from officers and was released at the scene.,2
A student reported that for the past three months another student has been following her into the dining hall at the location and staring at her for long periods of time. The subject has also been showing up outside her building and watching her as she comes and goes on campus.,2
A welfare check was conducted on a student at the location at the request of his mother who was concerned about his state of mind. The student was unharmed when contacted by officers and he declined to speak with a counselor. The officers concluded that the student was not a danger to himself or others and cleared the scene.,2
A trespassing suspect was arrested for an outstanding warrant.,2
Officers responded to the location to check on the welfare of a student who was heard arguing with his girlfriend. The student stated that he was venting to his girlfriend about family issues and he was cleared for release after speaking with a counselor at the Student Counseling Center.,2
A student's vehicle was immobilized for displaying an altered USC parking pass.,1
A staff member reported that a side view mirror on a University tram was damaged by unknown means.,3
"A non-USC male was arrested for punching his boyfriend several times during an argument, biting him and hitting him with a bat. There was no USC involvement.",4
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
A student reported that he was struck by a vehicle while riding his bicycle near the location and the driver left the scene without stopping to exchange information or check on his welfare. The student sustained a minor injury to his elbow and did not desire medical treatment.,3
A non-USC female reported that an unidentified male threw a plastic bottle into her vehicle during a verbal dispute.,2
A female student fell and sustained an head injury. The student was transported to a hospital.,2
A welfare check was conducted on a student at the location after a friend reported that she was distraught about a sexual,2
A student reported that the hood was dented while her vehicle was parked at the location.,1
A suspect removed a bicycle.,2
A suspect removed a bicycle.,2
A staff member was transported to a local hospital for medical treatment after experiencing numbness to her face.,2
"Unknown person triggered the fire alarm from a wall mounted ""pull station"" without reason. No sign of fire or smoke.",3
A student reported that a suspect to whom he intended to sell his cellular phone produced a handgun and struck him with it while attempting to take the phone. The suspect then fled to a waiting vehicle and drove away.,4
"A student reported that she has been having on-going problems with her roommate, also a student, and it has caused her to fear for her safety.",2
A staff member was examined and released to seek medical treatment on his own after injuring his thumb.,2
A radiation alarm was activated by the contents of three trash bags.,3
A student was struck by a vehicle while crossing the street at the location and the driver of the vehicle fled without stopping to check on her welfare. The student sustained unspecified injuries and was transported to a local hospital for medical treatment.,4
A suspect removed a package that was delivered to the location.,2
A suspect removed a bicycle.,2
A fire alarm was activated by fumes from contractors painting inside the location.,1
A staff member was transported to SHC for medical treatment after hitting his head on a pillar.,2
A non-USC female was transported to a local hospital for medical treatment after falling and hitting her head.,2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
An intoxicated student was examined and released at the scene.,3
A suspect removed a bicycle.,2
A suspect removed a bicycle.,2
An unresponsive non-USC male was transported to a local hospital for medical treatment.,2
A suspect removed a bicycle.,2
"A non-USC male driving his personal vehicle collided with a student driving her personal vehicle, causing unspecified damage.",2
The front windshield of a University vehicle was cracked by unknown means.,1
A student was examined and released at the scene after fainting.,2
A suspect was arrested for attempting to use a shaved key to gain entry to vehicles parked near the location.,3
A suspect removed sixty cafeteria meal tickets.,2
Two non-USC males were involved in a verbal dispute at the location.,2
A radiation alarm was activated by the contents of a trash bag.,3
A student reported that a suspect in a vehicle pulled alongside him as he was walking near the location and offered him money for a photograph of his buttocks. The student continued walking and the suspect subsequently drove away.,2
A suspect removed a bicycle.,2
A staff member reported that she sustained an injury to her arm when she was struck by a linen cart on the loading dock at the location. The staff member did not desire medical treatment.,2
Three suspects approached a student who was walking near the location and demanded his property. Due to a language barrier the student did not comprehend what the suspects were saying and did not comply. The suspects then fled on foot.,2
An office window was broken by unknown means.,1
"A suspect placed a lit candle on the floor in the basement of the location then placed a wooden stick on top of it, causing the stick to burn. A fire alarm was activated by smoke from the smoldering stick and LAFD responded to extinguish the fire.",4
A staff member reported receiving four threatening email messages from a former patient.,2
A staff member reported three traffic cones missing from a University vehicle.,1
"A student reported receiving multiple text messages from an unidentified subject advising him that he needed to respond to the location to care for an intoxicated friend, also a student, but he and DPS officers were unable to locate her at the time of the report.",2
A student reported that she was involved in a verbal dispute with her boyfriend and it has caused her to fear for her safety.,2
A student was transported to SHC for medical treatment after injuring his ankle.,2
"A staff member reported that as he was pulling multiple mini trailers with a University electric cart one of them came loose and struck a vehicle parked near the location, causing minor damage.",2
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
Two suspects approached a student and one of them snatched his cellular phone from his hand as he was walking near the location. The suspects then ran to a nearby vehicle and drove away.,4
"A bike theft suspect was arrested for outstanding warrants, but he was subsequently released when the warrants were determined not to be his.",2
"A student was struck by a University electric cart while riding his skateboard near the location. The student sustained cuts and abrasions to both his arms, but he declined transportation for medical treatment.",2
A suspect removed a bicycle.,2
A suspect removed a bicycle.,2
An intoxicated student was examined and released.,3
"A non-USC male drove an oversized vehicle into the location and it's roof struck an overhead beam, causing minor damage.",1
A student was cited to Judicial Affairs for removing three textbooks from shelves inside the location and then selling them back without ever having paid for them.,2
A student was examined and released at the scene after complaining of heart palpitations.,2
A student reported that another student punched him in the face when he was denied entry to a party at the location.,3
A suspect removed a dental tool.,2
A student reported that she was sexually assaulted.,4
A student reported that the rear windshield was smashed while his vehicle was parked at the location.,1
A suspect removed a bicycle.,2
A student was transported to a local hospital for medical treatment after experiencing numbness on the right side of her body.,2
An intoxicated non-USC female was examined and released into the care of a friend.,3
A suspect was arrested for prowling inside the location.,1
A student was examined and released to seek medical treatment on his own after injuring his knee.,2
A suspect removed a cellular phone.,2
"A student reported receiving a message from a friend requesting that she model via video chat for a third party for a school project and she complied, but she later learned that the request came from a suspect posing as her friend.",2
"A student driving her personal vehicle collided with a vehicle driven by a non-USC male, causing unspecified damage. The male and a passenger sustained unspecified injuries and were transported to a local hospital for medical treatment.",3
A suspect removed a bicycle.,2
A suspect was arrested for forcibly removing a wallet and a cellular phone from a non-USC male's possession.,3
A student was transported to a local hospital for medical treatment after injuring his ankle.,2
A suspect removed a bicycle.,2
A student reported that she observed two suspects remove a bicycle from a rack outside the location and walk away with it. It could not be determined if a crime had been committed at the time of the report.,2
"A non-USC female reported that she was assaulted by her husband, a student.",2
A suspect removed the rear license plate.,2
A suspect was arrested for possession of a controlled substance and drug paraphernalia.,3
A suspect used an unknown object to scratch the paint on the driver's side of a non-USC male's vehicle while it was parked at the location.,2
A suspect removed currency from a wallet.,2
A staff member reported that a juvenile staying at the location for a summer program advised him that two other program participants are selling drugs on the premises.,2
An electrical panel caught fire while a staff member was working on it and he used a fire extinguisher to put it out.,3
"A student driving his personal vehicle collided with a non-USC female driving her personal vehicle, causing unspecified damage.",2
A student reported that the rear driver's side door was damaged while her vehicle was parked at the location.,1
A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
"A non-USC female driving her personal vehicle collided with another non-USC female driving her personal vehicle, causing unspecified damage.",2
"A suspect removed an empty cash box, a cell phone charger and a battery charger.",4
A suspect was arrested for removing a student's bicycle from the location.,2
"A student reported that his roommate, also a student, left soiled toilet paper outside his bedroom door and also left him an obscene voice mail message.",2
"A suspect was arrested for entering campus in violation of a University ""stay away"" letter.",3
"A staff member driving her personal vehicle collided with a non-USC male driving his personal vehicle, causing unspecified damage. The staff member sustained injuries to her knees, neck and face and was transported to a local hospital for medical treatment.",3
A staff member reported her discomfort with an Uber driver after remarks made while driving followed by a phone.,2
A suspect removed two speakers.,3
A student reported that the rear driver's side quarter panel was dented while his vehicle was parked at the location.,1
A student reported his USC ID missing.,1
A suspect removed a bicycle.,2
A staff member reported that he observed a suspect rolling a metal rack away from the loading dock area at the location and confronted him. The suspect then abandoned the rack and fled from sight.,2
A non-USC male suffering from low blood pressure was transported to a local hospital for medical treatment.,2
A fire alarm was activated by unknown cause.,2
"A suspect removed a pair of glasses, a GPS unit, a camera and a skateboard.",2
A suspect removed a bicycle.,2
Two students were involved in a dispute at the location.,2
A suspect removed a bicycle.,2
A student suffering from heat exhaustion was transported to a local hospital for medical treatment.,2
A suspect used a pencil to write graffiti on a stall wall in a restroom at the location.,2
A staff member was transported to a local hospital for medical treatment after being struck in the head by a freight elevator door.,2
A fire alarm was activated from a pull station.,3
A suspect was arrested for removing property from the garage at the location.,3
A suspect removed a virtual reality headset and two controllers.,2
Two students reported that the erratic and disruptive behavior of one of their classmates has caused them to feel uncomfortable.,2
FMS personnel responded to the location to free a staff member who was trapped in an elevator.,2
"Officers responded to a report of a distraught student at the location and she informed them that she became emotional recalling an incident that happened to her several years ago, but she refused to elaborate. The student declined any assistance and the officers cleared the scene.",2
A suspect removed a bicycle.,2
A suspect removed a bicycle.,2
"Officers responded to a report of a suspect with his pants pulled down around his ankles on the ninth floor of the location, but the subject fled before their arrival and he could not be located during a subsequent search of the area.",2
A staff member reported that while she was driving a University vehicle on Cesar Chavez Bl. the driver's side mirror was struck by a passing vehicle. The driver of the second vehicle may not have been aware of the collision and drove away.,2
A student was examined and released to seek medical treatment on his own after sustaining a cut to his forehead.,2
A suspect was arrested for prowling at the location.,1
A student reported his wallet missing.,1
A trespassing suspect was arrested for an outstanding warrant.,2
An unknown male suspect produced a kitchen knife demanding the store employee to leave the store with him. Employee refused and the suspect departed.,4
The property manager at the location reported that an unknown suspect had placed a possibly stolen bicycle in the garage at the location. The bicycle was subsequently removed and impounded at the DPS office per the manager's request.,2
"A non-USC male drove his vehicle into a University tram driven by a staff member, causing mirror damage.",2
